	cre	collection_date	sequencing_type	total_reads	all_mapped_percent	mRNA_percent	genome_percent	ercc_percent	tdt_permillion	BICCN_class_label	BICCN_cluster_label	major_dissection	layer_dissectoin	color_code	short_name	BICCN_ontology_term_id	assay_ontology_term_id	disease_ontology_term_id	tissue_ontology_term_id	cell_type_ontology_term_id	self_reported_ethnicity_ontology_term_id	development_stage_ontology_term_id	sex_ontology_term_id	is_primary_data	organism_ontology_term_id	donor_id	suspension_type	tissue_type	cell_type	assay	disease	organism	sex	tissue	self_reported_ethnicity	development_stage	observation_joinid
B06061402	Rorb	3/4/2014	hiseq_062514	18869336	92.97	50.9	35.69	1.96	187.8	Excitatory	L4	V1	L4	6	B591_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	9=&2f9iCwZ
B06061403	Rorb	3/4/2014	hiseq_062514	13410302	92.99	55.2	30.8	1.92	459.7	Excitatory	L4	V1	L4	6	B592_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	h`uj_{i_)f
B06061404	Rorb	3/4/2014	hiseq_062514	11944285	93.34	50.22	37.09	1.22	177.1	Excitatory	L4	V1	L4	6	B593_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	U%ti@$S<Kg
B06061405	Rorb	3/4/2014	hiseq_062514	16997530	92.38	50.55	35.39	2.12	437.7	Excitatory	L4	V1	L4	6	B594_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	*NBuNDJ#+v
B06061406	Rorb	3/4/2014	hiseq_062514	10807582	93.42	51.23	36.31	1.31	206.9	Excitatory	L4	V1	L4	6	B595_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	>RF~HKGLv9
B06061408	Rorb	3/4/2014	hiseq_062514	10166872	91.24	43.99	40.85	1.98	490.8	Excitatory	L4	V1	L4	6	B597_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	k*xZzV<;#8
B06061409	Rorb	3/4/2014	hiseq_062514	8985329	92.49	47.58	38.59	1.87	262.1	Excitatory	L5a2	V1	L4	6	B598_V4	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	tJS<{MaqVX
B06061410	Rorb	3/4/2014	hiseq_062514	7173754	93.55	55.26	32.73	1.37	204.4	Excitatory	L5a2	V1	L4	6	B599_V4	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?$REvqA!Y2
B06061411	Rorb	3/4/2014	hiseq_121514	6269324	93.12	51.94	35.31	0.92	298.4	Excitatory	L4	V1	L4	6	B600_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	^q4D4lVxF<
B06061412	Rorb	3/4/2014	hiseq_122214	7526807	91.31	48.41	36.9	2.04	155.3	Excitatory	L4	V1	L4	6	B601_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	E$>U>_3K@9
B06061413	Rorb	3/4/2014	hiseq_122214	7200557	93.25	43.52	43.64	2.03	282.6	Excitatory	L4	V1	L4	6	B602_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	iFoDeN*Z@a
B06061414	Rorb	3/4/2014	hiseq_122214	5751232	91.48	41.32	42.88	2.7	330.4	Excitatory	L4	V1	L4	6	B603_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	trLF2TKR=6
B06061415	Rorb	3/4/2014	hiseq_122214	6679577	93.1	41.09	45.48	1.98	212.9	Excitatory	L4	V1	L4	6	B604_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	DxoK%RDubS
B06061416	Rorb	3/4/2014	hiseq_122214	6269655	92.51	45.72	40.24	2.36	257.0	Excitatory	L4	V1	L4	6	B605_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	*evIguE^3v
B07161401	Rorb	3/4/2014	hiseq_122214	14108788	91.39	50.9	34.32	2.25	351.3	Excitatory	L4	V1	L4	6	B821_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	O=yJ@s1FE&
B07161402	Rorb	3/4/2014	hiseq_122214	6998266	90.72	46.52	38.18	1.89	306.2	Excitatory	L4	V1	L4	6	B822_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	{Yg>8&GmfC
B07161403	Rorb	3/4/2014	hiseq_122214	20833175	91.53	49.33	36.62	1.59	459.6	Excitatory	L4	V1	L4	6	B823_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	w0zE2$x>V|
B07161404	Rorb	3/4/2014	hiseq_122214	20180380	89.59	50.09	33.22	1.31	208.0	Excitatory	L4	V1	L4	6	B824_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	%Z+0E=Tj^Q
B07161405	Rorb	3/4/2014	hiseq_122214	7281818	91.77	50.23	35.13	2.16	274.5	Excitatory	L4	V1	L4	6	B825_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	(*za&np^uX
B07161406	Rorb	3/4/2014	hiseq_122214	12730601	91.79	50.42	34.93	2.2	336.8	Excitatory	L4	V1	L4	6	B826_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	-Y{pQ*Z5C|
B07161407	Rorb	3/4/2014	hiseq_122214	6927052	92.2	49.08	36.67	1.82	115.9	Excitatory	L4	V1	L4	6	B827_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	B+<chFJ-<v
B07161408	Rorb	3/4/2014	hiseq_122214	11439799	93.05	52.14	35.6	0.66	336.4	Excitatory	L4	V1	L4	6	B828_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	!R!Q}b6Ofy
B13090617	Rorb	8/8/2013	hiseq	37947418	91.37	48.56	35.95	1.94	293.1	Excitatory	L4	V1	L4	6	B80_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	H4dwdn2fWI
B13090618	Rorb	8/8/2013	hiseq	18388503	90.84	39.46	45.18	1.57	216.1	Excitatory	L4	V1	L4	6	B81_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	j*1HqB}T3C
B13090619	Rorb	8/8/2013	hiseq	50778018	91.3	43.31	41.75	1.39	206.2	Excitatory	L4	V1	L4	6	B82_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Z{WU9I-_f)
B13090620	Rorb	8/8/2013	hiseq	16414822	91.61	42.24	43.05	1.21	232.2	Excitatory	L4	V1	L4	6	B83_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	*dgMcq`7z#
B13090621	Rorb	8/8/2013	hiseq	22105124	91.24	49.57	34.73	1.75	440.8	Excitatory	L4	V1	L4	6	B84_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	wc;tu^Kj55
B13090622	Rorb	8/8/2013	hiseq	15137449	90.86	43.22	41.1	1.5	349.1	Excitatory	L4	V1	L4	6	B85_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	$;5pa+}*ar
B13090623	Rorb	8/8/2013	hiseq_062514	9754503	89.05	41.56	40.97	1.93	292.5	Excitatory	L4	V1	L4	6	B86_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	ru=@*_2=l;
B13090624	Rorb	8/8/2013	hiseq	29761884	89.48	45.77	36.43	2.12	607.3	Excitatory	L4	V1	L4	6	B87_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	117053	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	88k0}j+NLy
B13121001	Rorb	11/12/2013	hiseq	31643390	92.67	55.06	30.27	2.45	184.4	Excitatory	L4	V1	L4	6	B160_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	125447	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	#p32EZrCm-
B13121002	Rorb	11/12/2013	hiseq	35168364	92.32	50.9	34.54	2.89	259.3	Excitatory	L4	V1	L4	6	B161_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	125447	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	YH18U>=mjV
B13121003	Rorb	11/12/2013	hiseq	34132297	92.17	52.39	32.6	2.69	447.7	Excitatory	L4	V1	L4	6	B162_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	125447	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	HXc3CexCm$
B13121005	Rorb	11/12/2013	hiseq	31770570	90.44	51.97	31.13	2.75	214.9	Excitatory	L4	V1	L4	6	B164_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	125447	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	m)x0<tFF0y
B13121006	Rorb	11/12/2013	hiseq	34434269	92.14	53.37	31.77	2.25	266.1	Excitatory	L4	V1	L4	6	B165_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	125447	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Jw3CcNvw&k
B13121007	Rorb	11/12/2013	hiseq	32253994	91.5	51.04	33.16	2.58	404.6	Excitatory	L4	V1	L4	6	B166_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	125447	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	z>B(X0QE}%
B13121008	Rorb	11/12/2013	hiseq	32285081	92.57	52.38	33.08	2.01	202.7	Excitatory	L4	V1	L4	6	B167_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	125447	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	JmtTnmxWxe
B14042525	Rorb	3/4/2014	hiseq	12225960	91.54	40.63	37.65	6.65	538.7	Glia	Astrocyte	V1	L5	7	B379_V5	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	%A2f|)Pr+v
B14042526	Rorb	3/4/2014	hiseq	14396744	93.48	53.64	33.34	1.45	241.3	Excitatory	L5a1	V1	L5	7	B380_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	bH<8m;`F7v
B14042527	Rorb	3/4/2014	hiseq	14811222	93.13	63.88	23.41	0.79	274.2	Excitatory	L5a2	V1	L5	7	B381_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	FWfO+IeJ(0
B14042528	Rorb	3/4/2014	hiseq	14126414	92.64	58.54	28.47	1.26	228.8	Excitatory	L5a2	V1	L5	7	B382_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	2JJ+v7ZGRV
B14042529	Rorb	3/4/2014	hiseq	10300323	88.25	62.65	19.94	1.69	412.9	Excitatory	L5a2	V1	L5	7	B383_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	e)Ihm$LHR$
B14042530	Rorb	3/4/2014	hiseq	11004318	92.56	59.59	27.07	1.43	403.8	Excitatory	L5a2	V1	L5	7	B384_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	+JsJ(W8PLb
B14042531	Rorb	3/4/2014	hiseq_102314	14017932	88.29	57.42	25.55	1.47	183.6	Excitatory	L5	V1	L5	7	B385_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	SiQRd+JQa`
B14042532	Rorb	3/4/2014	hiseq	15069261	92.6	59.09	26.78	1.66	292.2	Excitatory	L5a2	V1	L5	7	B386_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?2saBlWP4}
B14042533	Rorb	3/4/2014	hiseq	12267480	91.03	35.12	40.52	8.89	142.4	Glia	Astrocyte	V1	L5	7	B387_V5	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	nNAsXxD6LX
B14042534	Rorb	3/4/2014	hiseq	6514154	93.68	63.04	24.64	1.48	100.9	Excitatory	L5a2	V1	L5	7	B388_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	uk@xJEOQgn
B14042535	Rorb	3/4/2014	hiseq	9665482	93.19	61.67	25.19	2.1	165.0	Excitatory	L5a2	V1	L5	7	B389_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	>y;Vo2?pIu
B14042536	Rorb	3/4/2014	hiseq	11613648	92.91	51.83	35.47	1.26	297.3	Excitatory	L5a2	V1	L5	7	B390_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	>>`&O$|Siw
B14042537	Rorb	3/4/2014	hiseq	10630018	89.33	53.83	29.87	1.12	141.7	Excitatory	L5a2	V1	L5	7	B391_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	IvU=Ww*AkN
B14042538	Rorb	3/4/2014	hiseq	10694232	91.96	58.99	27.64	0.88	360.0	Excitatory	L5a2	V1	L5	7	B392_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	TRKOjY)eib
B14042539	Rorb	3/4/2014	hiseq	13794305	92.61	54.81	31.41	1.91	119.0	Excitatory	L5a2	V1	L5	7	B393_V5	ILX:0770157	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	SQH3`5k$?E
B14042540	Rorb	3/4/2014	hiseq	24348867	89.54	39.43	36.77	6.51	92.3	Glia	Astrocyte	V1	L5	7	B394_V5	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	135234	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	9m0e~>9cC+
C01101441	Cux2	1/2/2014	hiseq	41162363	93.35	46.85	39.44	2.61	282.5	Excitatory	L4	V1	L4	2	C188_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Nig@90$+yX
C01101442	Cux2	1/2/2014	hiseq	40617654	93.52	50.49	36.33	1.61	292.2	Excitatory	L2/3	V1	L4	2	C189_V4	ILX:0770156	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	#rO-s@qU9@
C01101443	Cux2	1/2/2014	hiseq	40565874	93.17	50.05	36.11	3.08	387.2	Excitatory	L4	V1	L4	2	C190_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	7>}=9`EhIM
C01101444	Cux2	1/2/2014	hiseq	18475641	92.63	49.71	36.19	2.54	335.5	Excitatory	L4	V1	L4	2	C191_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	+~%kKeCjjx
C01101445	Cux2	1/2/2014	hiseq	15841018	89.65	51.82	31.43	1.61	205.7	Excitatory	L2/3	V1	L4	2	C192_V4	ILX:0770156	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	*|vXGfnK9%
C01101446	Cux2	1/2/2014	hiseq	17604164	91.21	38.32	46.99	1.94	203.4	Excitatory	L4	V1	L4	2	C193_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	0Ch-Qy~Ux;
C01101447	Cux2	1/2/2014	hiseq	20199443	93.16	49.18	37.29	1.17	199.4	Excitatory	L2/3	V1	L4	2	C194_V4	ILX:0770156	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	d({7TR1WOW
C01101448	Cux2	1/2/2014	hiseq	16156710	92.4	52.41	32.85	3.11	421.6	Excitatory	L4	V1	L4	2	C195_V4	ILX:0770174	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	129955	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	MtjRc5#P47
C02061549n	Cux2 Neg	11/10/2014	hiseq_020915	7761313	90.68	51.78	31.15	2.36	0.0	Inhibitory	Vip	V1	L2/3	80	C1996n_V23	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	161531	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	7wZjHS5F&L
C02061550n	Cux2 Neg	11/10/2014	hiseq_020915	6384923	89.59	39.91	28.91	8.45	197.5	Glia	Astrocyte	V1	L2/3	80	C1997n_V23	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	161531	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	1mC}6(U;3o
